id_evaluacion,id_registro,id_usuario,nombre,edad,genero,id_contexto,origen,actividad,ubicacion,descripcion,fecha_hora,valencia,activacion,comentario,intensidad,intensidad_normalizada,cuadrante,etiqueta_emocional
937,4067,18,Tomás Moreira,19,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-30 11:46:00,-0.61,0.65,Mostró frustración ante errores repetidos,0.891403387922662,0.6303173803727768,Negativa-Alta,Frustrado
938,2176,19,Valentina Benítez,32,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-11 13:51:00,0.38,0.22,Terminó la actividad con seguridad,0.43908996800200295,0.3104834939252004,Positiva-Alta,Calmo
939,5296,20,Agustín Álvarez,18,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-04-15 12:38:00,-0.66,0.13,No logró completar la actividad a tiempo,0.6726812023536856,0.4756574397610112,Negativa-Alta,Triste
940,249,21,Camila Torres,41,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-17 09:17:00,0.68,-0.3,Comprendió el problema planteado,0.743236167042482,0.5255473337388366,Positiva-Baja,Calmo
941,5400,22,Emiliano Ferreira,24,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-05 13:23:00,0.63,0.18,Se mostró motivado durante la tarea,0.6552098900352467,0.463303356344415,Positiva-Alta,Calmo
942,2699,24,Ignacio Ríos,32,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-09 16:14:00,-0.07,-0.06,Registró una respuesta breve,0.09219544457292887,0.06519202405202648,Centro,Neutro
943,4951,25,Julieta Cabrera,34,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-21 10:51:00,0.16,0.86,Realizó la actividad sin comentarios especiales,0.8747571091451615,0.6185466837676845,Positiva-Alta,Tenso
944,2855,1,Ana Pérez,35,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-05-30 09:57:00,0.81,0.65,Encontró una solución funcional,1.0385566907973778,0.7343704787094862,Positiva-Alta,Entusiasta
945,2741,2,Bruno Gómez,39,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-24 10:52:00,0.11,-0.22,Registró una respuesta breve,0.24596747752497686,0.17392527130926083,Centro,Neutro
946,4984,3,Carla Rodríguez,40,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-13 13:41:00,0.23,0.44,Analizó ejemplos antes de resolver,0.49648766349225637,0.3510697936308391,Positiva-Alta,Alerta
947,683,4,Diego Fernández,26,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-16 17:34:00,0.97,0.83,Se mostró motivado durante la tarea,1.2766362050325848,0.9027181176868003,Positiva-Alta,Entusiasta
948,1300,5,Elena Silva,32,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-23 09:49:00,0.61,0.4,Encontró una solución funcional,0.7294518489934754,0.5158003489723518,Positiva-Alta,Entusiasta
949,5293,7,Gabriela López,35,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-03 16:40:00,-0.2,0.34,Continuó trabajando con apoyo parcial,0.3944616584663204,0.27892651361962706,Negativa-Alta,Alerta
950,3566,8,Hernán Cardozo,42,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-29 11:11:00,0.41,-0.18,Se mostró motivado durante la tarea,0.4477722635447622,0.31662280397975123,Positiva-Baja,Calmo
951,3231,9,Inés Acosta,36,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-11 16:14:00,-0.46,0.51,Sin comentario,0.686804193347711,0.4856439024635231,Negativa-Alta,Frustrado
952,5995,10,Joaquín Suárez,25,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-09 14:24:00,-0.44,0.7,Tuvo dudas persistentes sobre la consigna,0.8268010643437755,0.5846366392897386,Negativa-Alta,Frustrado
953,1476,11,Lucía Méndez,22,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-05 14:49:00,0.54,0.36,Se mostró motivado durante la tarea,0.6489992295835181,0.4589117562233506,Positiva-Alta,Entusiasta
954,1906,12,Martín Castro,39,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-30 12:12:00,0.39,-0.12,Avanzó sin mayores dificultades,0.4080441152620633,0.28853076092507013,Positiva-Baja,Calmo
955,2253,13,Natalia Ramos,36,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-05-22 08:22:00,0.47,0.38,Terminó la actividad con seguridad,0.604400529450463,0.427375712927162,Positiva-Alta,Entusiasta
956,4455,14,Octavio Varela,37,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-05 15:57:00,0.06,0.83,Continuó trabajando con apoyo parcial,0.8321658488546619,0.588430114796991,Positiva-Alta,Tenso
957,4214,15,Paula Costa,22,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-23 13:29:00,0.82,-0.32,Comprendió el problema planteado,0.8802272433866154,0.6224146527838174,Positiva-Baja,Calmo
958,1756,16,Rafael Sosa,18,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-15 10:57:00,-0.65,0.55,Tuvo dudas persistentes sobre la consigna,0.8514693182963201,0.6020797289396148,Negativa-Alta,Frustrado
959,2332,17,Sofía Díaz,19,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-03 10:05:00,0.33,-0.39,Comprendió el problema planteado,0.5108815909777921,0.36124783736376886,Positiva-Baja,Calmo
960,3264,18,Tomás Moreira,19,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-01 16:15:00,-0.55,0.74,Tuvo dudas persistentes sobre la consigna,0.9220086767487604,0.651958587641884,Negativa-Alta,Frustrado
961,4468,19,Valentina Benítez,32,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-04-03 09:59:00,0.52,0.05,Avanzó sin mayores dificultades,0.5223983154643591,0.3693913913452776,Positiva-Alta,Calmo
962,4364,20,Agustín Álvarez,18,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-23 17:58:00,-0.06,-0.13,Realizó la actividad sin comentarios especiales,0.14317821063276354,0.10124228365658293,Centro,Neutro
963,3034,21,Camila Torres,41,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-25 10:14:00,-0.81,-0.46,Se bloqueó durante la ejecución del código,0.9315041599477697,0.6586729082025463,Negativa-Baja,Triste
964,4335,22,Emiliano Ferreira,24,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-04 11:57:00,-0.52,0.13,No logró completar la actividad a tiempo,0.5360037313302959,0.3790118731649445,Negativa-Alta,Triste
965,4714,23,Florencia Molina,33,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-06 14:55:00,0.17,-0.32,Revisó materiales del curso,0.36235341863986875,0.2562225595063791,Positiva-Baja,Cansado
966,2540,24,Ignacio Ríos,32,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-28 09:04:00,0.42,-0.4,Terminó la actividad con seguridad,0.5800000000000001,0.4101219330881976,Positiva-Baja,Calmo
967,3188,25,Julieta Cabrera,34,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-09 16:12:00,0.01,-0.71,Registró una respuesta breve,0.7100704190430692,0.5020956084253276,Positiva-Baja,Cansado
968,2614,1,Ana Pérez,35,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-03 09:40:00,0.18,0.09,Continuó trabajando con apoyo parcial,0.20124611797498107,0.14230249470757705,Centro,Neutro
969,3604,2,Bruno Gómez,39,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-16 08:02:00,-0.52,0.66,Tuvo dificultades para avanzar,0.8402380615040003,0.5941380311005179,Negativa-Alta,Frustrado
970,498,3,Carla Rodríguez,40,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-12 13:25:00,-0.13,0.79,Continuó trabajando con apoyo parcial,0.8006247560499239,0.5661271941887265,Negativa-Alta,Tenso
971,4077,4,Diego Fernández,26,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-21 08:22:00,0.81,0.47,Comprendió el problema planteado,0.9364827814754525,0.6621933252457322,Positiva-Alta,Entusiasta
972,4485,5,Elena Silva,32,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-04-28 15:20:00,-0.22,0.29,Analizó ejemplos antes de resolver,0.3640054944640259,0.257390753524675,Centro,Neutro
973,1204,6,Federico Martínez,34,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-04-07 17:39:00,-0.03,0.42,Completó una etapa intermedia,0.42107006542854597,0.2977414986191881,Negativa-Alta,Alerta
974,3138,7,Gabriela López,35,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-11 13:40:00,0.22,-0.31,Completó una etapa intermedia,0.38013155617496425,0.2687936011143122,Positiva-Baja,Cansado
975,900,8,Hernán Cardozo,42,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-28 17:51:00,-0.15,0.96,Registró una respuesta breve,0.9716480844420988,0.6870589494359272,Negativa-Alta,Tenso
976,353,9,Inés Acosta,36,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-25 15:09:00,-0.13,0.54,Registró una respuesta breve,0.5554277630799527,0.39274673773310964,Negativa-Alta,Alerta
977,1220,10,Joaquín Suárez,25,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-30 09:52:00,0.44,0.51,Se mostró motivado durante la tarea,0.6735725647619565,0.47628772816439435,Positiva-Alta,Entusiasta
978,3402,11,Lucía Méndez,22,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-29 14:02:00,0.27,0.91,Registró una respuesta breve,0.9492101980067429,0.6711929677819933,Positiva-Alta,Tenso
979,135,12,Martín Castro,39,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-05 14:05:00,0.24,0.23,Analizó ejemplos antes de resolver,0.33241540277189324,0.23505318547086315,Centro,Neutro
980,654,13,Natalia Ramos,36,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-15 09:01:00,0.32,0.6,Recibió una devolución positiva,0.6799999999999999,0.4808326112068522,Positiva-Alta,Entusiasta
981,5537,14,Octavio Varela,37,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-30 11:57:00,-0.56,0.16,Mostró frustración ante errores repetidos,0.5824087911424415,0.41182520563948,Negativa-Alta,Triste
982,3896,16,Rafael Sosa,18,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-26 12:06:00,0.36,-0.16,Recibió una devolución positiva,0.39395431207184417,0.27856776554368234,Positiva-Baja,Calmo
983,4588,18,Tomás Moreira,19,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-04 11:55:00,0.3,0.44,Analizó ejemplos antes de resolver,0.5325410782277739,0.37656340767525454,Positiva-Alta,Entusiasta
984,717,19,Valentina Benítez,32,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-24 16:05:00,-0.27,0.46,Registró una respuesta breve,0.5333854141237835,0.3771604433129222,Negativa-Alta,Alerta
985,1118,20,Agustín Álvarez,18,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-17 09:27:00,0.71,0.65,Encontró una solución funcional,0.9626006440887104,0.6806614430096654,Positiva-Alta,Entusiasta
986,1447,21,Camila Torres,41,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-25 17:56:00,-0.19,0.4,Realizó la actividad sin comentarios especiales,0.4428317965096906,0.31312936623702353,Negativa-Alta,Alerta
987,4481,22,Emiliano Ferreira,24,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-04 15:44:00,0.48,-0.33,Recibió una devolución positiva,0.5824946351684279,0.4118859065323794,Positiva-Baja,Calmo
988,85,23,Florencia Molina,33,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-25 16:31:00,-0.3,0.71,Realizó la actividad sin comentarios especiales,0.7707788269017254,0.5450229352972221,Negativa-Alta,Frustrado
989,4733,24,Ignacio Ríos,32,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-05-19 15:59:00,0.42,0.65,Recibió una devolución positiva,0.7738862965578341,0.547220248163388,Positiva-Alta,Entusiasta
990,3531,25,Julieta Cabrera,34,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-22 11:50:00,-0.5,-0.19,No logró completar la actividad a tiempo,0.5348831648126533,0.3782195129815488,Negativa-Baja,Triste
991,1155,2,Bruno Gómez,39,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-22 17:46:00,0.26,-0.33,Analizó ejemplos antes de resolver,0.42011903075200013,0.29706901555025894,Positiva-Baja,Cansado
992,3128,3,Carla Rodríguez,40,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-12 11:29:00,0.04,0.06,Realizó la actividad sin comentarios especiales,0.07211102550927978,0.05099019513592784,Centro,Neutro
993,5118,4,Diego Fernández,26,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-24 09:16:00,0.3,0.67,Registró una respuesta breve,0.7340980860893183,0.5190857347298229,Positiva-Alta,Entusiasta
994,244,5,Elena Silva,32,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-04-09 16:20:00,-0.51,-0.02,Se sintió presionado por el tiempo,0.5103920062069938,0.36090164865237173,Negativa-Baja,Triste
995,5166,6,Federico Martínez,34,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-27 10:15:00,0.24,-0.06,Registró una respuesta breve,0.24738633753705963,0.174928556845359,Centro,Neutro
996,485,7,Gabriela López,35,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-06 10:17:00,-0.76,0.41,Mostró frustración ante errores repetidos,0.8635392289873113,0.6106144446375307,Negativa-Alta,Frustrado
997,3028,8,Hernán Cardozo,42,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-22 13:22:00,-0.23,0.25,Analizó ejemplos antes de resolver,0.3397057550292606,0.24020824298928628,Centro,Neutro
998,4597,9,Inés Acosta,36,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-24 17:32:00,0.14,0.51,Completó una etapa intermedia,0.5288667128870941,0.3739652390263031,Positiva-Alta,Alerta
999,4331,10,Joaquín Suárez,25,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-08 11:34:00,0.06,0.2,Revisó materiales del curso,0.208806130178211,0.147648230602334,Centro,Neutro
1000,4935,11,Lucía Méndez,22,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-05-12 13:34:00,0.22,0.38,Revisó materiales del curso,0.43908996800200295,0.3104834939252004,Positiva-Alta,Alerta
1001,882,12,Martín Castro,39,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-27 09:15:00,-0.6,0.84,Tuvo dificultades para avanzar,1.0322790320451152,0.7299315036357863,Negativa-Alta,Frustrado
1002,5311,13,Natalia Ramos,36,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-22 17:02:00,0.03,-0.07,Sin comentario,0.07615773105863909,0.053851648071345036,Centro,Neutro
1003,2405,14,Octavio Varela,37,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-28 17:54:00,0.4,0.96,Encontró una solución funcional,1.04,0.7353910524340094,Positiva-Alta,Entusiasta
1004,2003,15,Paula Costa,22,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-09 10:22:00,0.25,0.69,Registró una respuesta breve,0.7338937252763509,0.5189412298131648,Positiva-Alta,Tenso
1005,2896,16,Rafael Sosa,18,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-17 15:26:00,0.5,0.23,Terminó la actividad con seguridad,0.5503635162326805,0.3891657744458009,Positiva-Alta,Calmo
1006,2617,17,Sofía Díaz,19,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-23 09:36:00,-0.23,0.28,Revisó materiales del curso,0.3623534186398688,0.2562225595063791,Centro,Neutro
1007,2561,18,Tomás Moreira,19,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-25 08:02:00,0.43,0.11,Comprendió el problema planteado,0.4438468204234429,0.31384709652950427,Positiva-Alta,Calmo
1008,3061,20,Agustín Álvarez,18,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-15 14:49:00,0.08,0.25,Completó una etapa intermedia,0.26248809496813374,0.18560711193270585,Centro,Neutro
1009,744,21,Camila Torres,41,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-18 09:37:00,-0.57,0.98,No logró completar la actividad a tiempo,1.1337107214805724,0.8016545390628059,Negativa-Alta,Frustrado
1010,1553,22,Emiliano Ferreira,24,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-30 15:24:00,0.53,0.51,Recibió una devolución positiva,0.7355270219373317,0.5200961449578336,Positiva-Alta,Entusiasta
1011,1371,23,Florencia Molina,33,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-22 17:08:00,-0.16,0.73,Continuó trabajando con apoyo parcial,0.7473285756613351,0.5284411036246139,Negativa-Alta,Tenso
1012,301,24,Ignacio Ríos,32,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-12 13:18:00,0.1,0.53,Continuó trabajando con apoyo parcial,0.539351462406472,0.3813790765104976,Positiva-Alta,Alerta
1013,4688,25,Julieta Cabrera,34,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-04 14:18:00,0.13,0.61,Registró una respuesta breve,0.623698645180507,0.44102154142399885,Positiva-Alta,Tenso
1014,416,1,Ana Pérez,35,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-12 11:06:00,0.38,-0.16,Encontró una solución funcional,0.41231056256176607,0.291547594742265,Positiva-Baja,Calmo
1015,1827,2,Bruno Gómez,39,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-11 08:15:00,0.23,-0.15,Sin comentario,0.2745906043549196,0.19416487838947596,Centro,Neutro
1016,119,3,Carla Rodríguez,40,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-04-26 17:42:00,-0.43,0.05,No logró completar la actividad a tiempo,0.43289721643826723,0.3061045573002793,Negativa-Alta,Triste
1017,4754,4,Diego Fernández,26,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-12 10:08:00,-0.18,0.56,Registró una respuesta breve,0.5882176467941097,0.4159326868617084,Negativa-Alta,Alerta
1018,3975,5,Elena Silva,32,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-25 08:20:00,-0.24,0.37,Realizó la actividad sin comentarios especiales,0.4410215414239989,0.3118493225902535,Negativa-Alta,Alerta
1019,982,6,Federico Martínez,34,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-01 14:41:00,-0.21,0.38,Realizó la actividad sin comentarios especiales,0.4341658669218482,0.307001628660175,Negativa-Alta,Alerta
1020,1699,7,Gabriela López,35,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-12 14:14:00,0.76,0.91,Avanzó sin mayores dificultades,1.1856221995222593,0.8383614972074994,Positiva-Alta,Entusiasta
1021,3227,8,Hernán Cardozo,42,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-10 09:13:00,0.5,0.32,Avanzó sin mayores dificultades,0.5936328831862332,0.4197618372363071,Positiva-Alta,Entusiasta
1022,4879,9,Inés Acosta,36,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-30 15:31:00,0.16,-0.14,Realizó la actividad sin comentarios especiales,0.212602916254693,0.15033296378372907,Centro,Neutro
1023,1500,10,Joaquín Suárez,25,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-26 15:51:00,0.18,0.56,Analizó ejemplos antes de resolver,0.5882176467941097,0.4159326868617084,Positiva-Alta,Alerta
1024,4514,11,Lucía Méndez,22,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-29 09:37:00,0.61,0.14,Se mostró motivado durante la tarea,0.6258594091327541,0.44254943226717625,Positiva-Alta,Calmo
1025,1169,12,Martín Castro,39,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-03 15:24:00,-0.47,0.32,Mostró frustración ante errores repetidos,0.5685947590331799,0.40205720985949245,Negativa-Alta,Frustrado
1026,4081,13,Natalia Ramos,36,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-07 11:02:00,-0.03,0.59,Continuó trabajando con apoyo parcial,0.5907622195096771,0.4177319714841084,Negativa-Alta,Alerta
1027,3902,14,Octavio Varela,37,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-12 11:17:00,0.41,0.08,Se mostró motivado durante la tarea,0.4177319714841084,0.29538110975483856,Positiva-Alta,Calmo
1028,1309,15,Paula Costa,22,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-21 13:52:00,0.01,0.4,Completó una etapa intermedia,0.4001249804748512,0.2829310870159022,Positiva-Alta,Alerta
1029,4186,16,Rafael Sosa,18,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-23 08:30:00,-0.44,0.74,Se sintió presionado por el tiempo,0.8609297300012353,0.6087692502089769,Negativa-Alta,Frustrado
1030,5979,17,Sofía Díaz,19,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-12 16:44:00,-0.17,0.19,Completó una etapa intermedia,0.25495097567963926,0.18027756377319945,Centro,Neutro
1031,2189,18,Tomás Moreira,19,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-21 13:31:00,-0.27,0.68,Realizó la actividad sin comentarios especiales,0.7316419889536139,0.5173490117899134,Negativa-Alta,Tenso
1032,4501,19,Valentina Benítez,32,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-16 10:40:00,-0.71,0.67,Se sintió presionado por el tiempo,0.9762171889492625,0.6902897942168926,Negativa-Alta,Frustrado
1033,609,20,Agustín Álvarez,18,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-27 16:33:00,0.36,0.08,Terminó la actividad con seguridad,0.3687817782917155,0.2607680962081059,Positiva-Alta,Calmo
1034,3792,22,Emiliano Ferreira,24,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-18 17:10:00,0.04,-0.02,Registró una respuesta breve,0.044721359549995794,0.03162277660168379,Centro,Neutro
1035,5049,23,Florencia Molina,33,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-03 16:45:00,-0.16,0.28,Completó una etapa intermedia,0.322490309931942,0.22803508501982758,Centro,Neutro
1036,2041,24,Ignacio Ríos,32,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-01 13:10:00,-0.23,0.18,Completó una etapa intermedia,0.2920616373302047,0.20651876428063382,Centro,Neutro
